
[2018-06-09 17:30:49] [x2.vnz-team.xyz]  There's no depositfiles.com account in database. Contact admin! 
[2018-06-09 17:32:42] [x2.vnz-team.xyz]  There's no depositfiles.com account in database. Contact admin! 
[2018-06-09 17:37:16] [x2.vnz-team.xyz]  There's no depositfiles.com account in database. Contact admin! 
[2018-06-09 17:42:05] [dp.tuantinhte.xyz]  Our 4share.vn account invalid 
[2018-06-09 18:00:55] [n2.vnz-team.xyz]  There's no uploadgig.com account in database. Contact admin! 
[2018-06-09 18:04:53] [x1.vnz-team.xyz]  There's no keep2share.cc account in database. Contact admin! 
[2018-06-09 18:05:34] [x2.vnz-team.xyz]  There's no depositfiles.com account in database. Contact admin! 
[2018-06-09 18:07:27] [158.tuantinhte.xyz]  There's no filespace.com account in database. Contact admin! 
[2018-06-09 18:08:59] [n6.vnz-team.xyz]  Our rapidgator.net account invalid 
[2018-06-09 18:19:52] [n6.vnz-team.xyz]  Our rapidgator.net account invalid 
[2018-06-09 18:20:45] [n6.vnz-team.xyz]  Our rapidgator.net account invalid 
[2018-06-09 18:20:54] [n6.vnz-team.xyz]  Our rapidgator.net account invalid 
[2018-06-09 18:21:05] [n6.vnz-team.xyz]  Our rapidgator.net account invalid 
[2018-06-09 18:21:10] [n6.vnz-team.xyz]  There's no rapidgator.net account in database. Contact admin! 
[2018-06-09 18:21:16] [n6.vnz-team.xyz]  There's no rapidgator.net account in database. Contact admin! 
[2018-06-09 18:55:30] [n2.vnz-team.xyz]  Our uploadgig.com account invalid 
[2018-06-09 19:18:34] [125.tuantinhte.xyz]  Our turbobit.net account invalid 
[2018-06-09 20:01:27] [n7.vnz-team.xyz]  Our rapidgator.net account invalid 
[2018-06-09 20:52:37] [n7.vnz-team.xyz]  Our server can't connect to rapidgator.net 
[2018-06-09 21:01:55] [http://125.tuantinhte.xyz/|quansky04@@]  Our uploaded.net account has reach bandwidth limit 
[2018-06-09 21:02:09] [http://125.tuantinhte.xyz/|quansky04@@]  Our uploaded.net account has reach bandwidth limit 
[2018-06-09 21:08:50] [http://125.tuantinhte.xyz/|quansky04@@]  Our uploaded.net account has reach bandwidth limit 
[2018-06-09 21:09:14] [http://125.tuantinhte.xyz/|quansky04@@]  Our uploaded.net account has reach bandwidth limit 
[2018-06-09 21:14:24] [dp.tuantinhte.xyz]  4share.vn plugin was error. Contact admin! 
[2018-06-09 21:16:56] [http://125.tuantinhte.xyz/|quansky04@@]  Our uploaded.net account has reach bandwidth limit 
[2018-06-09 21:31:45] [n3.vnz-team.xyz]  Our filefactory.com account invalid 
[2018-06-09 21:35:58] [http://125.tuantinhte.xyz/|quansky04@@]  Our uploaded.net account has reach bandwidth limit 
[2018-06-09 21:44:45] [n2.vnz-team.xyz]  Our uploadgig.com account invalid 
[2018-06-09 21:47:02] [http://125.tuantinhte.xyz/|quansky04@@]  Our uploaded.net account has reach bandwidth limit 
[2018-06-09 22:23:03] [http://125.tuantinhte.xyz/|quansky04@@]  Our uploaded.net account has reach bandwidth limit 
[2018-06-09 22:23:50] [http://125.tuantinhte.xyz/|quansky04@@]  Our uploaded.net account has reach bandwidth limit 
[2018-06-09 22:24:04] [http://125.tuantinhte.xyz/|quansky04@@]  Our uploaded.net account has reach bandwidth limit 
[2018-06-09 22:24:17] [http://125.tuantinhte.xyz/|quansky04@@]  Our uploaded.net account has reach bandwidth limit 
[2018-06-09 22:24:43] [http://125.tuantinhte.xyz/|quansky04@@]  Our uploaded.net account has reach bandwidth limit 
[2018-06-09 23:12:49] [http://125.tuantinhte.xyz/|quansky04@@]  Our uploaded.net account has reach bandwidth limit 
[2018-06-09 23:12:52] [] wrong pass
[2018-06-10 03:15:24] [king.vnz-team.xyz]  novafile.com plugin was error. Contact admin! 
[2018-06-10 03:22:31] [king.vnz-team.xyz]  novafile.com plugin was error. Contact admin! 
[2018-06-10 03:27:32] [sing.maiyeuduyen.info] wrong pass
[2018-06-10 03:29:06] [n2.vnz-team.xyz]  Our uploadgig.com account invalid 
[2018-06-10 03:42:51] [http://67.tuantinhte.xyz/|quansky04@@]  Our uploaded.net account invalid 
[2018-06-10 03:43:07] [s4.vnz-team.xyz]  Our server can't connect to datafile.com 
[2018-06-10 04:01:45] [http://125.tuantinhte.xyz/|quansky04@@]  Our uploaded.net account invalid 
[2018-06-10 04:26:47] [http://n5.vnz-team.xyz/|quandaica@@2016]  Our filenext.com account invalid 
[2018-06-10 04:42:35] [n6.vnz-team.xyz]  filejoker.net plugin was error. Contact admin! 
[2018-06-10 04:43:37] [n6.vnz-team.xyz] Can't get link from host.
[2018-06-10 04:45:44] [n6.vnz-team.xyz]  There's no filejoker.net account in database. Contact admin! 
[2018-06-10 04:46:47] [n6.vnz-team.xyz]  There's no filejoker.net account in database. Contact admin! 
[2018-06-10 05:14:10] [125.tuantinhte.xyz]  Our turbobit.net account invalid 
[2018-06-10 06:03:12] [http://n5.vnz-team.xyz/|quandaica@@2016]  Our filenext.com account invalid 
[2018-06-10 06:18:15] [n7.vnz-team.xyz]  Our rapidgator.net account invalid 
[2018-06-10 06:18:26] [n7.vnz-team.xyz]  Our rapidgator.net account invalid 
[2018-06-10 06:18:32] [n7.vnz-team.xyz]  Our rapidgator.net account invalid 
[2018-06-10 06:18:41] [n7.vnz-team.xyz]  Our rapidgator.net account invalid 
[2018-06-10 06:21:12] [n7.vnz-team.xyz]  Our rapidgator.net account invalid 
[2018-06-10 06:23:16] [n7.vnz-team.xyz]  Our rapidgator.net account invalid 
[2018-06-10 06:24:06] [n7.vnz-team.xyz]  Our rapidgator.net account invalid 
[2018-06-10 06:24:11] [n7.vnz-team.xyz]  Our rapidgator.net account invalid 
[2018-06-10 06:24:20] [n7.vnz-team.xyz]  Our rapidgator.net account invalid 
[2018-06-10 06:24:34] [n7.vnz-team.xyz]  Our rapidgator.net account invalid 
[2018-06-10 06:29:14] [n7.vnz-team.xyz]  Our rapidgator.net account invalid 
[2018-06-10 06:29:34] [n7.vnz-team.xyz]  Our rapidgator.net account invalid 
[2018-06-10 06:29:40] [n7.vnz-team.xyz]  Our rapidgator.net account invalid 
[2018-06-10 06:29:48] [n7.vnz-team.xyz]  Our rapidgator.net account invalid 
[2018-06-10 06:34:11] [http://158.tuantinhte.xyz/|quansky04@@] Can't get link from host.
[2018-06-10 06:34:12] []  There's no rapidgator.net account in database. Contact admin! 
[2018-06-10 06:35:37] [http://67.tuantinhte.xyz/|quansky04@@]  There's no rapidgator.net account in database. Contact admin! 
[2018-06-10 06:35:40] [] Can't get link from host.
[2018-06-10 06:35:57] [http://158.tuantinhte.xyz/|quansky04@@] Can't get link from host.
[2018-06-10 06:35:58] []  There's no rapidgator.net account in database. Contact admin! 
[2018-06-10 06:36:16] [http://158.tuantinhte.xyz/|quansky04@@] Can't get link from host.
[2018-06-10 06:36:17] []  There's no rapidgator.net account in database. Contact admin! 
[2018-06-10 06:37:09] [http://158.tuantinhte.xyz/|quansky04@@] Can't get link from host.
[2018-06-10 06:37:12] [] Can't get link from host.
[2018-06-10 06:37:35] [http://125.tuantinhte.xyz/|quansky04@@] Can't get link from host.
[2018-06-10 06:37:36] []  There's no rapidgator.net account in database. Contact admin! 
[2018-06-10 06:37:40] [http://125.tuantinhte.xyz/|quansky04@@] Can't get link from host.
[2018-06-10 06:37:41] []  There's no rapidgator.net account in database. Contact admin! 
[2018-06-10 06:37:47] [http://67.tuantinhte.xyz/|quansky04@@]  There's no rapidgator.net account in database. Contact admin! 
[2018-06-10 06:37:50] [] Can't get link from host.
[2018-06-10 06:42:22] [http://125.tuantinhte.xyz/|quansky04@@] Can't get link from host.
[2018-06-10 06:42:24] []  There's no rapidgator.net account in database. Contact admin! 
[2018-06-10 06:46:07] [http://125.tuantinhte.xyz/|quansky04@@] Can't get link from host.
[2018-06-10 06:46:10] [] Can't get link from host.
[2018-06-10 06:46:51] [http://125.tuantinhte.xyz/|quansky04@@] Can't get link from host.
[2018-06-10 06:46:53] []  There's no rapidgator.net account in database. Contact admin! 
[2018-06-10 07:12:30] [n2.vnz-team.xyz]  Our uploadgig.com account invalid 
[2018-06-10 08:44:47] [s4.vnz-team.xyz]  Our server can't connect to datafile.com 
[2018-06-10 08:48:32] [s4.vnz-team.xyz]  Our server can't connect to datafile.com 
[2018-06-10 08:53:40] [s4.vnz-team.xyz]  Our server can't connect to datafile.com 
[2018-06-10 09:33:39] [s4.vnz-team.xyz]  Our server can't connect to datafile.com 
[2018-06-10 09:46:01] [n2.vnz-team.xyz]  Our uploadgig.com account invalid 
[2018-06-10 10:17:32] [http://n4.vnz-team.xyz/|quandaica@@2016]  filenext.com plugin was error. Contact admin! 
[2018-06-10 10:17:34] [] wrong pass
[2018-06-10 10:19:03] [http://n4.vnz-team.xyz/|quandaica@@2016]  filenext.com plugin was error. Contact admin! 
[2018-06-10 10:19:06] [] wrong pass
[2018-06-10 10:30:40] [http://n5.vnz-team.xyz/|quandaica@@2016]  filenext.com plugin was error. Contact admin! 
[2018-06-10 10:30:48] []  filenext.com plugin was error. Contact admin! 
[2018-06-10 10:31:36] [n2.vnz-team.xyz]  Our uploadgig.com account invalid 
[2018-06-10 10:47:06] [n7.vnz-team.xyz]  Our server can't connect to share-online.biz 
[2018-06-10 12:40:23] [125.tuantinhte.xyz]  Our turbobit.net account invalid 
[2018-06-10 12:56:08] [n5.vnz-team.xyz]  Our server can't connect to filejoker.net 
[2018-06-10 13:04:02] [n2.vnz-team.xyz]  uploadgig.com plugin was error. Contact admin! 
[2018-06-10 13:11:54] [s4.vnz-team.xyz]  Our server can't connect to datafile.com 
[2018-06-10 13:12:27] [s4.vnz-team.xyz]  Our server can't connect to datafile.com 
[2018-06-10 13:12:58] [s4.vnz-team.xyz]  Our server can't connect to datafile.com 
[2018-06-10 13:15:58] [s4.vnz-team.xyz]  Our server can't connect to datafile.com 
[2018-06-10 13:56:22] [s4.vnz-team.xyz]  Our server can't connect to datafile.com 
[2018-06-10 14:01:24] [s4.vnz-team.xyz]  Our server can't connect to datafile.com 
[2018-06-10 14:37:35] [s4.vnz-team.xyz]  Our server can't connect to datafile.com 
[2018-06-10 15:01:42] [s4.vnz-team.xyz]  Our server can't connect to datafile.com 
[2018-06-10 15:14:59] [s4.vnz-team.xyz]  Our server can't connect to datafile.com 
[2018-06-10 16:29:11] [ovh1.vnz-team.xyz] Can't get link from host.
